sim_time,supervisor_event,controller_event,Plant.Temperature,Plant.Temperature_heater,Controller.heater_ctrl,Supervisor.temperature_desired,Supervisor.heating_time
4018.5,False,True,35.73238754272461,39.1943359375,False,36.37289810180664,20.073711395263672
4019.0,False,True,35.72732162475586,39.185546875,False,36.37289810180664,20.073711395263672
4019.5,False,True,35.722251892089844,39.1767692565918,False,36.37289810180664,20.073711395263672
4020.0,False,True,35.7171745300293,39.167999267578125,False,36.37289810180664,20.073711395263672
4020.5,False,True,35.712093353271484,39.159236907958984,False,36.37289810180664,20.073711395263672
4021.0,False,True,35.70700454711914,39.15048599243164,False,36.37289810180664,20.073711395263672
4021.5,False,True,35.701908111572266,39.14174270629883,False,36.37289810180664,20.073711395263672
4022.0,False,True,35.696807861328125,39.13301086425781,False,36.37289810180664,20.073711395263672
4022.5,False,True,35.69169998168945,39.12428665161133,False,36.37289810180664,20.073711395263672
4023.0,False,True,35.686588287353516,39.115570068359375,False,36.37289810180664,20.073711395263672
4023.5,False,True,35.68146896362305,39.10686492919922,False,36.37289810180664,20.073711395263672
4024.0,False,True,35.67634582519531,39.09817123413086,False,36.37289810180664,20.073711395263672
4024.5,False,True,35.67121505737305,39.089481353759766,False,36.37289810180664,20.073711395263672
4025.0,False,True,35.666080474853516,39.08080291748047,False,36.37289810180664,20.073711395263672
4025.5,False,True,35.66093826293945,39.07213592529297,False,36.37289810180664,20.073711395263672
4026.0,False,True,35.655792236328125,39.0634765625,False,36.37289810180664,20.073711395263672
4026.5,False,True,35.65064239501953,39.05482482910156,False,36.37289810180664,20.073711395263672
4027.0,False,True,35.645484924316406,39.046180725097656,False,36.37289810180664,20.073711395263672
4027.5,False,True,35.64031982421875,39.03754806518555,False,36.37289810180664,20.073711395263672
4028.0,False,True,35.635154724121094,39.02892303466797,False,36.37289810180664,20.073711395263672
4028.5,False,True,35.629981994628906,39.02030563354492,False,36.37289810180664,20.073711395263672
4029.0,False,True,35.62480163574219,39.01169967651367,False,36.37289810180664,20.073711395263672
